dataflow,last update,freq,unit,age,geo,time,obs_value,obs_flag,conf_status,time frequency,unit of measure,statistical classification of economic activities in the european community (nace rev. 2),geopolitical entity (reporting),value
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2023,-2.0,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2024,-0.1,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2015,2.2,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2016,2.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2017,0.6,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2018,-0.5,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2019,1.8,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2020,0.9,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2021,0.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2022,0.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2023,2.1,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2024,1.5,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2015,2.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2016,1.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2017,1.8,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2018,1.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2019,0.9,d,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2020,0.8,d,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2021,1.1,d,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2022,2.4,d,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2023,1.2,dp,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2024,1.7,dp,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2015,8.0,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2016,7.3,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2017,7.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2018,9.8,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2019,9.0,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2020,8.2,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2021,7.2,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2022,6.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2023,5.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2024,4.0,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2015,6.8,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2016,3.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2017,5.0,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2018,3.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2019,5.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2020,6.6,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2021,5.8,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2022,4.2,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2023,8.2,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2024,8.1,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2015,0.6,e,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2016,2.2,e,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2017,3.9,e,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2018,5.6,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2019,4.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2020,4.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2021,3.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2022,2.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2023,2.7,e,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2024,2.7,e,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Serbia,2018,5.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2015,12.3,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2016,11.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2017,12.8,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2018,12.3,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2019,10.2,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2020,6.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2021,6.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2022,7.5,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2023,7.7,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2024,8.7,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2015,8.2,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2016,7.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2017,7.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2018,9.8,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2019,8.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2020,2.9,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2021,3.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2022,8.3,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2023,6.7,bp,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2024,9.3,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2015,9.2,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2016,4.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2017,4.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2018,1.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2019,-2.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2020,-2.5,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2021,-1.9,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2022,0.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2023,1.1,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Spain,2024,1.1,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2015,6.2,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2016,4.8,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2017,5.6,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2018,6.0,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2019,5.3,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2020,6.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2021,5.9,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2022,6.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2023,5.4,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2024,5.8,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2015,4.3,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2016,3.8,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2017,4.0,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2018,4.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2019,4.0,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2020,3.7,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2021,3.2,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2022,3.3,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2023,3.6,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Switzerland,2024,2.2,p,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,United Kingdom,2015,6.5,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,United Kingdom,2016,5.1,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,United Kingdom,2017,6.4,,,,,,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,United Kingdom,2018,5.3,,,,,,,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 21 countries (from 2026),
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 20 countries (2023-2025),
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,18.9
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,22.1
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,15.1
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,25.5
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,20.2
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,22.5
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,13.2
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,19.1
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Malta,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Netherlands,18.7
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Poland,7.5
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Portugal,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Romania,16.0
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovenia,6.1
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovakia,27.7
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Sweden,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Norway,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Albania,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (2007-2013),
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Montenegro,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",North Macedonia,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Serbia,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",TÃ¼rkiye,
,,,,,,2002,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",United Kingdom,27.3
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 21 countries (from 2026),
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 20 countries (2023-2025),
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,9.5
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,12.4
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,23.4
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,17.6
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,22.7
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,29.8
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,17.2
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,20.7
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,17.9
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,15.4
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,4.4
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,21.8
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,15.1
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,17.1
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,10.7
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,14.4
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Malta,5.2
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Netherlands,23.6
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,25.5
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Poland,7.5
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Portugal,8.4
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Romania,7.8
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovenia,8.0
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovakia,25.8
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,21.3
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Sweden,16.5
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Norway,16.0
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,18.6
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Albania,
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (2007-2013),17.7
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Montenegro,
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",North Macedonia,
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Serbia,
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",TÃ¼rkiye,-2.2
,,,,,,2006,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",United Kingdom,24.3
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 21 countries (from 2026),
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 20 countries (2023-2025),
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,10.1
