DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Latvia,2024,9.1,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2015,0.6,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2016,2.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2017,2.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2018,2.6,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2019,-0.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2020,-1.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2021,-1.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2022,-2.6,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2023,-2,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Malta,2024,-0.1,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2015,2.2,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2016,2.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2017,0.6,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2018,-0.5,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2019,1.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2020,0.9,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2021,0.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2022,0.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2023,2.1,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Netherlands,2024,1.5,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2015,2.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2016,1.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2017,1.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2018,1.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2019,0.9,d,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2020,0.8,d,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2021,1.1,d,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2022,2.4,d,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2023,1.2,dp,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Norway,2024,1.7,dp,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2015,8.0,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2016,7.3,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2017,7.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2018,9.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2019,9.0,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2020,8.2,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2021,7.2,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2022,6.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2023,5.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Poland,2024,4.0,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2015,6.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2016,3.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2017,5.0,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2018,3.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2019,5.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2020,6.6,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2021,5.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2022,4.2,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2023,8.2,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Portugal,2024,8.1,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2015,0.6,e,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2016,2.2,e,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2017,3.9,e,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2018,5.6,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2019,4.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2020,4.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2021,3.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2022,2.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2023,2.7,e,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Romania,2024,2.7,e,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Serbia,2018,5.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2015,6.2,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2016,4.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2017,5.6,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2018,6.0,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2019,5.3,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2020,6.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2021,5.9,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2022,6.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2023,5.4,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Sweden,2024,5.8,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2015,8.2,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2016,7.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2017,7.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2018,9.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2019,8.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2020,2.9,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2021,3.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2022,8.3,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2023,6.7,bp,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovenia,2024,9.3,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2015,12.3,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2016,11.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2017,12.8,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2018,12.3,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2019,10.2,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2020,6.7,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2021,6.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2022,7.5,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2023,7.7,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,Slovakia,2024,8.7,p,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,United Kingdom,2015,6.5,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,United Kingdom,2016,5.1,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,United Kingdom,2017,6.4,,
ESTAT:EARN_GR_GPGR2AG$DEFAULTVIEW(1.0),02/03/26 23:00:00,Annual,Percentage,Less than 25 years,United Kingdom,2018,5.3,,
